,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label,index
437,153,,,""" 비록 화상이지만 만나봬서 너무 반가웠습니다.",오랜만에 봬서 너무 반가웠습니다,2.8,1.0,153
438,154,,,남들과다르다는이유만으로 억울한 죽음을 당한 브랜든 티나의 명복을 빕니다,"다른 사람들과 다르다는 등의 이유로, 부당한 죽음을 당하신 나머지 Brandon Tina를 위해 기도합니다.",4.6,1.0,154
439,154,boostcamp-sts-v1-dev-154,nsmc-rtt,남들과다르다는이유만으로 억울한 죽음을 당한 브랜든 티나의 명복을 빕니다,다른 사람들과 다르다는 이유로 부당한 죽음을 당하신 나머지 Brandon Tina를 위해 기도합니다.,4.6,1.0,154
440,154,,,부디 남들과다르다는이유만으로 억울한 죽음을 당한 브랜든 티나의 명복을 빕니다,다른 사람들과 다르다는 이유로 부당한 죽음을 당하신 나머지 Brandon Tina를 위해 기도합니다.,4.6,1.0,154
441,154,,,부디 남들과다르다는이유만으로 억울한 죽음을 당한 브랜든 티나의 명복을 빕니다,"다른 사람들과 다르다는 등의 이유로, 부당한 죽음을 당하신 나머지 Brandon Tina를 위해 기도합니다.",,,154
445,155,,,진라이는 중국음식에 커스텀 라떼 커피 조합으로 즐거운 시간 가졌습니다 ~,오랜만에 회사에서 뵈어서 회사앞 샤브샤브에 커스텀커피까지 풀코스 수다로 채웠습니다 ㅋㅋ,0.8,0.0,155
444,155,,,진라이 중국음식에 커스텀 라떼 커피 조합으로 즐거운 시간 가졌습니다~,오랜만에 회사에서 뵈어서 회사앞에 샤브샤브에 커스텀커피까지 풀코스 수다로 가득 채웠습니다 ㅋㅋ,0.8,0.0,155
442,155,,,진라이는 중국음식에 커스텀 라떼 커피 조합으로 즐거운 시간 가졌습니다 ~,오랜만에 회사에서 뵈어서 회사앞에 샤브샤브에 커스텀커피까지 풀코스 수다로 가득 채웠습니다 ㅋㅋ,,,155
443,155,boostcamp-sts-v1-dev-155,slack-sampled,진라이 중국음식에 커스텀 라떼 커피 조합으로 즐거운 시간 가졌습니다~,오랜만에 회사에서 뵈어서 회사앞 샤브샤브에 커스텀커피까지 풀코스 수다로 채웠습니다 ㅋㅋ,0.8,0.0,155
446,156,boostcamp-sts-v1-dev-156,petition-sampled,문재인 대통님게 청원합니다,문제인 대통령님깨 청원합니다,5.0,1.0,156
447,157,boostcamp-sts-v1-dev-157,petition-rtt,소년법 폐지를 청원합니.,소년법 폐지를 청원합니다.,4.6,1.0,157
448,158,,,일단은 우리 회사 세일즈로 모시고 와야 …?,우리 회사 웰컴선물로도 제작해보고 싶은....?,,,158
449,158,,,일단 우리 회사 세일즈로 모시고 와야…?,우리 회사 웰컴선물로도 제작해보고 싶은....?,0.8,0.0,158
450,158,,,일단은 우리 회사 세일즈로 모시고 와야 …?,우리 회사 웰컴선물로 제작해보고 싶은....?,0.8,0.0,158
451,158,boostcamp-sts-v1-dev-158,slack-sampled,일단 우리 회사 세일즈로 모시고 와야…?,우리 회사 웰컴선물로 제작해보고 싶은....?,0.8,0.0,158
452,159,,,우리 회사만의 멋진 교육을 만들어나가기 위한 여러 이야기를 함께 나누면서 우리 회사 뿐만 아니라 제 스스로의 성장에 대해서도 생각해볼 수 있었던 시간이었습니다,그리고 앞으로 저희 회사가 나아가야 할 방향성과 향후의 단기 목표에 대해서 보다 명확하게 들을 수 있는 시간이었습니다.,1.2,0.0,159
453,159,,,우리 회사만의 멋진 교육을 만들어나가기를 위한 여러 이야기를 함께 나누면서 우리 회사 뿐만 아니라 제 스스로의 성장에 대해서도 생각해볼 수 수 있 있었던 시간이었습니다,그리고 앞으로 저희 회사가 나아가야 할 방향성과 향후의 단기 목표에 대해서 보다 명확하게 들을 수 있는 시간이었습니다.,,,159
454,159,,,우리 회사만의 멋진 교육을 만들어나가기를 위한 여러 이야기를 함께 나누면서 우리 회사 뿐만 아니라 제 스스로의 성장에 대해서도 생각해볼 수 수 있 있었던 시간이었습니다,그리고 앞으로 저희 회사가 나아가야 할 방향성과 단기 목표에 대해서 보다 명확하게 들을 수 있는 시간이었습니다.,1.2,0.0,159
455,159,boostcamp-sts-v1-dev-159,slack-sampled,우리 회사만의 멋진 교육을 만들어나가기 위한 여러 이야기를 함께 나누면서 우리 회사 뿐만 아니라 제 스스로의 성장에 대해서도 생각해볼 수 있었던 시간이었습니다,그리고 앞으로 저희 회사가 나아가야 할 방향성과 단기 목표에 대해서 보다 명확하게 들을 수 있는 시간이었습니다.,1.2,0.0,159
459,160,,,여성들도 어떤 식으로든 반드시 국방의무 이행 청원합니다,여성들도 어떤 식으로든 모든 국방의무 이행 촉구합니다,,,160
458,160,,,여성들도 어떤 식으로든 반드시 국방의무 이행 청원합니다,여성들도 어떤 식으로든 국방의무 이행 촉구합니다,3.8,1.0,160
456,160,boostcamp-sts-v1-dev-160,petition-sampled,여성들도 어떤 식으로든 국방의무 이행 청원합니다,여성들도 어떤 식으로든 국방의무 이행 촉구합니다,3.8,1.0,160
457,160,,,여성들도 어떤 식으로든 국방의무 이행 청원합니다,여성들도 어떤 식으로든 모든 국방의무 이행 촉구합니다,3.8,1.0,160
460,161,boostcamp-sts-v1-dev-161,slack-sampled,어머 너무 예쁘네요.,아 넘 이쁘다..ㅠㅠ,4.0,1.0,161
461,162,boostcamp-sts-v1-dev-162,petition-sampled,조두순 출소반대!!,조두순 출소반대!!!!!,5.0,1.0,162
462,163,boostcamp-sts-v1-dev-163,slack-sampled,오늘 안에 가장 많은 표를 받으신 분께는 상품권을 전달드리도록 하겠습니다!,채택된 아이디어를 내주시는 분께는 을 보내드리겠습니다아~ㅊㅋㅊㅋ!!,1.5,0.0,163
463,163,,,오늘 안에 가장 많은 표를 받으신 분께는 상품권을 전달드리도록 하겠습니다!,오늘 채택된 아이디어를 내주시는 분께는 을 보내드리겠습니다아 ~ ㅊㅋㅊㅋ!!,1.5,0.0,163
464,163,,,오늘 하루 안에 가장 많은 표를 받으신 분께는 상품권을 전달드리도록 마무리 하겠습니다!,채택된 아이디어를 내주시는 분께는 을 보내드리겠습니다아~ㅊㅋㅊㅋ!!,1.5,0.0,163
465,163,,,오늘 하루 안에 가장 많은 표를 받으신 분께는 상품권을 전달드리도록 마무리 하겠습니다!,오늘 채택된 아이디어를 내주시는 분께는 을 보내드리겠습니다아 ~ ㅊㅋㅊㅋ!!,,,163
469,164,,,날이 더 추워지기 전에 한번 야외 모임 하기 좋은 타이밍이였던 것 같지만 다음 기회에!,날이 쌀쌀해지기 전에는 야외모임을 하기 좋은 시기인 것 같지만 다음에는!,2.8,1.0,164
468,164,boostcamp-sts-v1-dev-164,slack-rtt,날이 더 추워지기 전에 한번 야외 모임 하기 좋은 타이밍이였던 것 같지만 다음 기회에!,날이 쌀쌀해지기 전에 야외모임 하기 좋은 시기인 것 같지만 다음에는!,2.8,1.0,164
466,164,,,날이 더 추워지기 전에 한번 야외로 나가 모임 하기 좋은 타이밍이였던 것 같지만 다음 기회에!,날이 쌀쌀해지기 전에 야외모임 하기 좋은 시기인 것 같지만 다음에는!,2.8,1.0,164
467,164,,,날이 더 추워지기 전에 한번 야외로 나가 모임 하기 좋은 타이밍이였던 것 같지만 다음 기회에!,날이 쌀쌀해지기 전에는 야외모임을 하기 좋은 시기인 것 같지만 다음에는!,,,164
470,165,boostcamp-sts-v1-dev-165,slack-sampled,즐거운 오후 보내세요!,즐거운 하루 보내세요!,2.6,1.0,165
471,166,boostcamp-sts-v1-dev-166,petition-rtt,대한민국 축구선수단,대한민국 축구대표팀,3.8,1.0,166
472,167,,,진지함과 유머러스함이균형적으로 다뤄진 연출력과연기...... 그냥 짱 재밌다.,그냥.. 파워레인져같은거 영화같지도않게만듦...,0.0,0.0,167
473,167,boostcamp-sts-v1-dev-167,nsmc-sampled,진지함과 유머러스함이균형적으로 다뤄진 연출력과연기..... 그냥 짱 재밌다.,그냥.. 파워레인져같은거 영화같지도않게만듦...,0.0,0.0,167
474,168,,,그나마 케이블에서 공짜로 봐서 다행입니다,오랜만에 케이블에서 드라마 방영 하고 있어서 보았다.,2.0,0.0,168
475,168,,,그나마 케이블에서 공짜로 받아 봐서 다행입니다,오랜만에 케이블에서 드라마 방영 하고 있어서 보았다.,,,168
476,168,boostcamp-sts-v1-dev-168,nsmc-sampled,그나마 케이블에서 공짜로 봐서 다행입니다,오랜만에 케이블에서 방영 하고 있어서 보았다.,2.0,0.0,168
477,168,,,그나마 케이블에서 공짜로 받아 봐서 다행입니다,오랜만에 케이블에서 방영 하고 있어서 보았다.,2.0,0.0,168
478,169,,,나경원 평창 올림픽 위원직 자진 사퇴 청원,나경원 평창올림픽 준비 위원회 파면시켜주세요,,,169
479,169,,,나경원 평창 올림픽 위원직 사퇴 청원,나경원 평창올림픽 준비 위원회 파면시켜주세요,3.5,1.0,169
480,169,boostcamp-sts-v1-dev-169,petition-sampled,나경원 평창 올림픽 위원직 사퇴 청원,나경원 평창올림픽 위원회 파면시켜주세요,3.5,1.0,169
481,169,,,나경원 평창 올림픽 위원직 자진 사퇴 청원,나경원 평창올림픽 위원회 파면시켜주세요,3.5,1.0,169
482,170,boostcamp-sts-v1-dev-170,petition-rtt,제발 아무것도‥하지마세요,제발 아무것도 하지마...,4.5,1.0,170
485,171,boostcamp-sts-v1-dev-171,petition-rtt,(선언만 해두고 차후에 적정시점 실행),(나중에 적절한 시점에 선언하고 실행하면 됨),1.2,0.0,171
486,171,,,"( 선언만 해두고, 차후에 적정시점 실행 )",(나중에 적절한 시점에 선언하고 실행하면 됨),1.2,0.0,171
483,171,,,"( 선언만 해두고, 차후에 적정시점 실행 )",( 나중에 적절한 실행 시점에 선언하고 실행하면 됨 ),,,171
484,171,,,(선언만 해두고 차후에 적정시점 실행),( 나중에 적절한 실행 시점에 선언하고 실행하면 됨 ),1.2,0.0,171
489,172,,,이명박 출국금지 및 구속영장 청원,이명박 출국금지 및 구속수사를 요청합니다,,,172
490,172,,,이명박 출국금지 및 구속영장 청원,이명박 출국금지 및 구속수사 요청합니다,4.2,1.0,172
487,172,,,이명박 출국금지 및 구속 청원,이명박 출국금지 및 구속수사를 요청합니다,4.2,1.0,172
488,172,boostcamp-sts-v1-dev-172,petition-sampled,이명박 출국금지 및 구속 청원,이명박 출국금지 및 구속수사 요청합니다,4.2,1.0,172
492,173,,,너무 귀엽네요 ㅋㅋ,ㅋㅋㅋ 스몰 u 너무 귀엽네요ㅋㅋ,2.4,0.0,173
491,173,boostcamp-sts-v1-dev-173,slack-sampled,너무 귀엽네요 ㅋㅋ,스몰 u 너무 귀엽네요ㅋㅋ,2.4,0.0,173
493,174,,,그리고 그당시 독일의 사회적 모습이 잘 반영되 어서 좋았다,영화가순수하고 좋았다,0.6,0.0,174
494,174,boostcamp-sts-v1-dev-174,nsmc-sampled,그당시 독일의 사회적 모습이 잘 반영되 어서 좋았다,영화가순수하고 좋았다,0.6,0.0,174
495,175,boostcamp-sts-v1-dev-175,petition-rtt,북한 미사일기지에 대한 해명은 청와대 대변인이 아니라..,북한 미사일 기지에 대한 설명은 청와대 대변인이 아니라...,4.4,1.0,175
496,175,,,북한 미사일기지에 대한 해명은 청와대의 대변인이 아니라..,북한 미사일 발사 기지에 대한 설명은 청와대 대변인이 아니라...,,,175
497,175,,,북한 미사일기지에 대한 해명은 청와대 대변인이 아니라..,북한 미사일 발사 기지에 대한 설명은 청와대 대변인이 아니라...,4.4,1.0,175
498,175,,,북한 미사일기지에 대한 해명은 청와대의 대변인이 아니라..,북한 미사일 기지에 대한 설명은 청와대 대변인이 아니라...,4.4,1.0,175
499,176,,,그럼 일단 개인법인카드로 결재하고 정산하면..?,아고. ㅠㅠ 개인카드도 정산신청 해주시면 처리해드리겠습니다.,,,176
500,176,,,일단 개인법인카드로 결재하고 정산하면..?,아고. ㅠㅠ 개인카드도 정산신청 해주시면 처리해드리겠습니다.,2.0,0.0,176
501,176,,,그럼 일단 개인법인카드로 결재하고 정산하면..?,아고 ㅠㅠ 개인카드도 정산신청 해주시면 처리해드리겠습니다.,2.0,0.0,176
502,176,boostcamp-sts-v1-dev-176,slack-sampled,일단 개인법인카드로 결재하고 정산하면..?,아고 ㅠㅠ 개인카드도 정산신청 해주시면 처리해드리겠습니다.,2.0,0.0,176
506,177,boostcamp-sts-v1-dev-177,petition-rtt,국민님들한테 걷은 세금을 우선 먼저 국민들의 건강을 진정 지켜주고 생활고을 만들지 않는 ''국민님복지건강의료비지원''과 국민님복지연금 운용됨 제도를 헌정공공화하여 주세요,우선 국민의 건강을 진정으로 보호하고 생활비를 발생시키지 않는 '국민복지 건강의료비 지원'과 '국민복지연금 운영체계'를 널리 알려주세요.,3.2,1.0,177
505,177,,,국민님들한테 걷은 세금을 우선 먼저 국민들의 건강을 진정으로 지켜주고 생활고을 위해 만들지 않는'' 국민님복지건강의료비지원'' 과 국민님복지연금 운용됨 제도를 헌정공공화하여 지켜 주세요,"우선 국민의 건강을 위해 진정으로 보호하고, 생활비를 발생시키지 않는'국민복지 건강의료비 지원'과'국민복지연금 운영체계'를 널리 알려주세요.",,,177
504,177,,,국민님들한테 걷은 세금을 우선 먼저 국민들의 건강을 진정으로 지켜주고 생활고을 위해 만들지 않는'' 국민님복지건강의료비지원'' 과 국민님복지연금 운용됨 제도를 헌정공공화하여 지켜 주세요,우선 국민의 건강을 진정으로 보호하고 생활비를 발생시키지 않는 '국민복지 건강의료비 지원'과 '국민복지연금 운영체계'를 널리 알려주세요.,3.2,1.0,177
503,177,,,국민님들한테 걷은 세금을 우선 먼저 국민들의 건강을 진정 지켜주고 생활고을 만들지 않는 ''국민님복지건강의료비지원''과 국민님복지연금 운용됨 제도를 헌정공공화하여 주세요,"우선 국민의 건강을 위해 진정으로 보호하고, 생활비를 발생시키지 않는'국민복지 건강의료비 지원'과'국민복지연금 운영체계'를 널리 알려주세요.",3.2,1.0,177
507,178,boostcamp-sts-v1-dev-178,petition-rtt,성범죄를 줄이기 위해 모텔 입실시 프론트에서 성관계 '가or불가'에 대한 확인서를 작성하면 좋을듯합니다,성범죄를 줄이기 위해서는 모텔에 들어갈 때 프론트 데스크에서 '성관계 가능 여부' 확인서를 작성하는 것이 좋다.,4.2,1.0,178
508,178,,,"성범죄를 최대한 줄이기 위해, 모텔 입실시 프론트에서 성관계'가or불가'에 대한 확인서를 작성하면 좋을듯합니다",성범죄를 줄이기를 위해서는 모텔에 들어갈 때 프론트 데스크에서'성관계 가능 여부'확인 확인서를 작성하는 것이 좋다.,,,178
509,178,,,"성범죄를 최대한 줄이기 위해, 모텔 입실시 프론트에서 성관계'가or불가'에 대한 확인서를 작성하면 좋을듯합니다",성범죄를 줄이기 위해서는 모텔에 들어갈 때 프론트 데스크에서 '성관계 가능 여부' 확인서를 작성하는 것이 좋다.,4.2,1.0,178
510,178,,,성범죄를 줄이기 위해 모텔 입실시 프론트에서 성관계 '가or불가'에 대한 확인서를 작성하면 좋을듯합니다,성범죄를 줄이기를 위해서는 모텔에 들어갈 때 프론트 데스크에서'성관계 가능 여부'확인 확인서를 작성하는 것이 좋다.,4.2,1.0,178
511,179,boostcamp-sts-v1-dev-179,petition-rtt,가상화폐투자 금감원만 아니라 관련 부서 공무원들 다 전수조사 해주세요,금감원 뿐만 아니라 관련 부처의 모든 공무원에 대해서도 철저히 조사해 주십시오.,3.6,1.0,179
512,179,,,가상화폐투자 금감원만 아니라 관련 부서 공무원들도 다 전수조사 해주세요,금감원 직원 뿐만 아니라 다른 관련 부처의 모든 공무원에 대해서도 철저히 조사해 주십시오.,,,179
513,179,,,가상화폐투자 금감원만 아니라 관련 부서 공무원들도 다 전수조사 해주세요,금감원 뿐만 아니라 관련 부처의 모든 공무원에 대해서도 철저히 조사해 주십시오.,3.6,1.0,179
514,179,,,가상화폐투자 금감원만 아니라 관련 부서 공무원들 다 전수조사 해주세요,금감원 직원 뿐만 아니라 다른 관련 부처의 모든 공무원에 대해서도 철저히 조사해 주십시오.,3.6,1.0,179
