,sentence,sentence_bert
4633,몸만 어른인 청춘들의 객기만을 보는듯....,몸만 어른인 청춘들의 뜨거운 객기만을 보는듯....
4634,우와 저 기계는 뭔가요..!,우와 저 기계는 또 뭔가요..!
4648,아니 이런 성스러운 채널이 있는지 입사 3달만에 알았습니다!,! 아니 이런 성스러운 채널이 있는지 입사 3달만에 알았습니다!
4650,명절날 수돗물 단수라? (전남 곡성군),설 명절날 수돗물 단수라? ( 전남 곡성군 )
4653,어머나 현빈 어디계신가요~! ㅋㅋ,어머나 현빈은 어디계신가요 ~! ㅋㅋ
4655,전 지금은 못가지만 한때 러버로서 눈팅으로라도 힐링하고자 조인햇슴니당,전 지금은 못가지만. 한때 러버로서 눈팅으로라도 힐링하고자 조인햇슴니당
4664,지금 내가 나에게 해주고 싶은 말..,지금 내가 나에게 꼭 해주고 싶은 말..
4666,저도 하루 2끼 정도로 해결해보려고 하는데 피부는 좋아 지는것 같습니다.,저도 하루 2끼 식사할 정도로 해결해보려고 하는데 피부는 좋아 지는것 같습니다.
4714,언론의 역활 방법 공감해주세요 부탁드립니다 !!,언론의 역활용 방법 공감해주세요 부탁드립니다!!
4719,저도 여러번 찍어오거나 받아왔는데 말이죠...,"저도 여러번 찍어오거나, 받아왔는데 말이죠..."
4724,해외에서 동성결혼 해서 부부로 인정되는 경우 국내에서도 인정해주세요,해외에서 동성결혼 해서 부부로 인정되는 커플 경우 국내에서도 인정해주세요
4741,포도의 녹색이 너무 영롱하네요...,포도의 녹색이라 너무 영롱하네요...
4749,아래 그림1처럼 다른 사람들의 일정을 볼 수 있음,아래 그림1처럼 다른 사람들의 여행 일정을 볼 수 있음
4757,저를 20년전 굴욕했던 선생님이 교감 선생님 입니다,저를 20년전에 굴욕했던 선생님이 교감 선생님 입니다
4770,쉐프들 케미도 떨어지고 요리 자체도 떨어지고...,쉐프들 케미도 안 떨어지고 요리 자체도 떨어지고...
4775,낼 저녁 급 번개를..?? ㅎㅎ,낼은 저녁 급 번개를..?? ㅎㅎ
4781,실효성없는 기상청 해체로 국민혈세를 지켜주세요,부디 실효성없는 기상청 해체로 국민혈세를 지켜주세요
4785,"육안 확인이 명백한 하자 차량을 출고, 판매하는 쌍용차(노조)를 고발한다.","육안 확인이 명백한데 하자 차량을 출고, 판매하는 쌍용차 ( 노조 ) 를 고발한다."
4789,수급자가 대학병원에 쉽게 가게 해주세요,수급자가 대학병원에서 쉽게 가게 해주세요
4798,MBC 야구중계 캐스터는 한명재 정병문 정용검 캐스터가 해야합니다. 원상태로 돌려주세요.,MBC의 야구중계 캐스터는 한명재 정병문 정용검 캐스터가 해야합니다. 그럼 원상태로 돌려주세요.
4804,브래들리 쿠퍼 때문에 보는 분들ㅋㅋ 보지 마세요ㅋㅋ,브래들리 쿠퍼 때문에 보는 분들ㅋㅋ 보지는 마세요ㅋㅋ
4809,이런 이벤트 전에 한번 브랜드디자인 팀에 에셋들을 미리 공유해주실 수 있을까요??,이런 이벤트 진행 시작 전에 한번 브랜드디자인 팀에 에셋들을 미리 공유해주실 수 있을까요??
4813,근데 정말 이 곳의 광고가 여러분들한테 먹히는건가용..?,근데 이게 정말 이 곳의 광고가 여러분들한테 먹히는건가용..?
4822,ET+에일리언 그리고 어설픈 군인들,ET + 에일리언 그리고 어설픈 퇴역 군인들
4824,왠만한 감성으로 들이대도 통속적으로 느껴진다.,왠만한 감성으로만 들이대도 통속적으로 느껴진다.
4846,네ㅋㅋ 알람 뜨더라고요! : ),네ㅋㅋ 알람 뜨더라고요! : - )
4851,부영 무주덕유산 리조트 부당한 대우,부영 무주덕유산 리조트 부당한 특혜 대우
4852,"코로나에 대한 이야기도 하고, 제가 런닝을 ~하다말다~ 하고 있어서 런닝에 대한 조언도 받았습니다.","코로나에 대한 이야기도 하고, 또 제가 런닝을 ~ 하다말다 ~ 하고 있어서, 런닝에 대한 조언도 받았습니다."
4854,열정축구 그만하라 왜냐하면 지금 선수들 연골이 부서지고 있기 때문입니다.,열정축구는 그만하라 왜냐하면 지금 선수들 연골이 부서지고 있기 때문입니다.
4855,"드루킹, 김경수에 ‘개성공단 2천만평 개발 정책’도 제안했다"" 사실입니까?","드루킹, 김경수에 ‘ 개성공단 용지 2천만평 개발 정책 ’ 도 제안했다 "" 사실입니까?"
4857,요게 싸게 사면 2만원에 살 수 있다는 정보를 입수했습니다 ㅎㅎ,요게 싸게 사면 약 2만원에서 살 수 있다는 정보를 입수했습니다 ㅎㅎ
4863,"많은 분들이 더 적극적으로 의견 내주시고, 많은 정보를 공유하는 좋은 문화를 계속 만들어 나가면 좋겠습니다.","많은 분들이 좀 더 적극적으로 의견을 내주시고, 많은 정보를 공유하는 좋은 문화를 계속 만들어 나가면 좋겠습니다."
4865,대통령 문재인의 사퇴를 청원한다.,대통령 문재인의 즉각 사퇴를 청원한다.
4871,학교의 재정감사를 강화하여 주십시요!,각급 학교의 재정감사를 강화하여 주십시요!
4885,서민을 위한 큰별이 졌네요.... ㅜㅜ,서민을 위한다는 큰별이 졌네요.... ㅜㅜ
4887,스윙스의 의가사 제대와 랩과외로 인한 수익활동!?,그리고 스윙스의 의가사 제대와 랩과외로 인한 수익활동!?
4898,그해 우리는 보시는 분 없나요,그런데 그해 우리는 보시는 분 없나요
4899,열매 먹을 수 있나요? 궁금궁금],열매 먹을 수 있나요? [ 궁금궁금 ]
4903,이 레이블의 첫 그룹이어서 벌써 많은 기대를 받고 있습니다.,이 레이블의 첫 그룹이어서 그런지 벌써 많은 기대를 받고 있습니다.
4909,국민연금 소득별 상한제 폐지..??,국민연금의 소득별 상한제 폐지..??
4915,아마도 기사님께서 픽업하시는 시간은 4시 30분 이후가 좋을 것 같은데..,아마도 택시 기사님께서 픽업하시는 시간은 4시 30분 이후가 가장 좋을 것 같은데..
4925,모두 좋은 하루 보내세요 :),우리 모두 좋은 하루 보내세요 : )
4929,"입고되면 순차 배송되는데 3월 둘째 주, 늦으면 셋째 주에 받으시게 된다고 합니다","입고되면 순차 배송되는데 3월에 둘째 주, 늦으면 셋째 주에 배송 받으시게 된다고 합니다"
4930,ㅋㅋ 와인과 인생의 공통점인가요,ㅋㅋ 와인과 인생의 어떤 공통점인가요
4935,그래도 안 죽고 기특하네요,그래도 안 죽고 나니 기특하네요
4938,3군데 따로 주었는데 이렇게 모여 먹는 이유가 뭘까요,3군데 따로 주었는데 이렇게 모여 먹는 이유가 도대체 뭘까요
4942,제주도 중국인들 문제 신경 좀 쓰세요.,제주도 중국인들 안전 문제 신경 좀 쓰세요.
4948,"독도는 대한민국의 영토이며, 독도의 주인은 대한민국 국민이다' 라는 공식적인 발언 한번만 부탁드립니다.","' 독도는 대한민국의 고유 영토이며, 독도의 주인은 대한민국 국민이다'라는 공식적인 발언 한번만 부탁드립니다."
4952,백패킹 성지로 엄청 유명하더라구요.,백패킹 성지로도 엄청 유명하더라구요.
4989,섣부른 종전선언과 대한민국의 일방적 무장해제를 반대합니다,그리고 섣부른 종전선언과 대한민국의 일방적 무장해제를 반대합니다
4991,오… 생산성 신동과 화술의 신동 두분이 만나셨군요.,오 … 생산성 신동과 화술의 달인 신동 두분이 만나셨군요.
5005,당신이 만든영화는 발벗고 나서서 못보게 해야될꺼같네요.,당신이 만든영화는 발벗고 나서서 못보게끔 해야될꺼같네요.
5020,GDI 엔진 엔진오일감소 현상 조사 및 조사과정 공론화.,- GDI 엔진 엔진오일감소 현상 조사 및 조사과정 공론화.
5029,"그간 모든 대통령이 실패했던 건 제도 잘못돼서가 아니라 사람이 잘못됐기 때문,","그간 모든 게 박근혜 대통령이 실패했던 건 제도 잘못돼서가 아니라 사람이 잘못됐기 때문,"
5035,시력 빵빵은 덤! ㅋㅋ,시력 빵빵은 역시 덤! ㅋㅋ
5048,국민을 생각하는 거라면 난민 허가 금지해주세요,국민을 잘못 생각하는 거라면 난민 허가 금지해주세요
5052,수많은 숏컷을 잘라다 붙인 너덜너덜한 영상.,그리고 수많은 숏컷을 잘라다 붙인 너덜너덜한 영상.
5071,엘처럼 멋지게 나도 살겁니당,엘처럼 멋지게 나도 잘 살겁니당
5081,저도 빨리 나오면 좋겠네요 ㅋㅋㅋ,저도 빨리 나오면 좋겠네요. ㅋㅋㅋ
5093,여러가지 의견도 묻고 많이 배울 수 있었습니다~!!!,여러가지 의견도 묻고 많이들 배울 수 있었습니다 ~!!!
5097,"외모 지상주의에 대한 통렬한 비판이나 풍자를 기대했는데, 어설프다 너무 어설퍼","외모 지상주의에 대한 다소 통렬한 비판이나 풍자를 기대했는데, 어설프다 너무 너무 어설퍼"
5098,"국민 70프로 이상 절대다수의 지지를 받은 촛불집회 시, 군 출동 등 검토한 관련자 조속히 '수사'해 의법조치해 주세요.","국민 70프로 이상 절대다수의 지지를 받은 촛불집회 시, 군 출동 등 검토한 후 관련자를 조속히'수사'해 의법조치해주 주세요."
5106,아카데미 주연상 수상자들의 연기는 역시 남다르다.,아카데미 주연상 수상자들의 연기 연기는 역시 남다르다.
5109,그 와중에 눈감으신 순간을 캡쳐해버렸네요…,그 와중에서 눈감으신 순간을 캡쳐해버렸네요 …
5111,동의하지 않으셔도 되는데 꼭 읽어주세요,동의하지 않으셔도 되는데 꼭 잘 읽어주세요
5132,한 여배우를 죽음으로몰아간 정신나간 감독...,한 여배우를 죽음으로몰아간 정신나간 최강희 감독...
5133,우와 진짜멋져요... 마테호른 바라보며 스키라니...ㅠㅠ,. 우와 진짜멋져요... 마테호른 바라보며 스키라니... ㅠㅠ
5134,국가대표 썰매 종목 선수단 토사구팽...,국가대표 썰매 종목 선수단은 토사구팽...
5143,"로컬스티치! 라는 공유오피스가 있는데 곧 신사, 가로수길점이 생간다고 들었어요!!","로컬스티치!! 라는 공유오피스가 있는데 곧 신사, 가로수길점이 생간다고 들었어요!!"
5148,그 중에서도 중심을 잡고 저변을 넓히는 것이 좋다는 말씀 기억하겠습니다!!,그 중에서도 중심을 잘 잡고 저변을 넓히는 것이 좋다는 말씀을 기억하겠습니다!!
5149,국민연금에게 임대사업 혜택을 주자,국민연금에게 주택 임대사업 혜택을 주자
5151,이번 봄에 대규모 가드닝? 계획 중입니다.,이번 봄에 대규모 가드닝? 계획 진행 중입니다.
5155,설문 응답 못하신 분들은 오늘 중에 소중한 한표 부탁드리겠습니다!,설문에 응답 못하신 분들은 오늘 중에 소중한 한표 부탁드리겠습니다!
5157,"편의점, 마켓 진상들은 왜 처벌하지 않나요?","편의점, 온라인 마켓 진상들은 왜 처벌하지 않나요?"
5159,"사기당한건 머고,, 복수는머고,, 쓸데없는 전개..","사기당한건 또 머고,, 복수는머고,, 쓸데없는 전개.."
5162,사교육조장하는 각종 대회 교육청에서부터 자제해주세요,사교육조장하는 날 각종 대회 교육청에서부터 자제해주세요
5165,"서번째 보면서 눈물을 흘렸다,,",", 서번째 보면서 눈물을 흘렸다,,"
5186,A: 전체적인 그림을 한 판으로 그리는 것이 중요하다.,A : 전체적인 그림 그림을 한 판으로 그리는 것이 중요하다.
5200,김희철과 예능심판자는 서로 안맞는듯..,. 김희철과 예능심판자는 서로 안맞는듯..
5206,github co-pilot은 제가 깜빡하기 쉬운 param을 넣어주거나 if 같은것의 조건들을 다 체크해줘서 편한것 같습니다.,github co - pilot은 제가 깜빡하기 쉬운 param을 다 넣어주거나 if 같은것의 조건들을 다 미리 체크해줘서 편한것 같습니다.
5219,연말 남는 예산으로 도로공사하는 폐단을 없애서 세금낭비를 막아주시길,연말 남는 예산으로 도로공사하는 폐단을 없애서 세금낭비를 최대한 막아주시길
5221,하지원은 뭐든지 어울려 영화계 블루칩.,하지원은 뭐든지 잘 어울려 영화계 블루칩.
5223,차가 협소한 관계로.. 같이 가실 분 세 분 더 모아요!!!!,아무래도 차가 협소한 편인 관계로.. 같이 가실 분 세 분 더 모아요!!!!
5233,어깨에 앉은 꿀벌 아닌가요?,어깨에 앉은 게 꿀벌 아닌가요?
5245,그냥 명예회손죄로 고소 되어도 할말이 없을만큼.,그냥 명예회손죄로 고소 되어도 할말이 별로 없을만큼.
5254,민주당 정권 대표께서 20년은 더해야 한다는데 조금더분발해서 30 년은 해야하지요,"민주당 정권 대표께서 20년은 더 더해야 한다는데, 조금더분발해서 30 년은 해야하지요"
5255,국민연금 해약이 될 수 있게 해주세요.,제발 국민연금 해약이 될 수 있게 해주세요.
5259,그렇게 점점 사라진다는 깊은뜻이있습니다.,그렇게하면 점점 사라진다는 깊은뜻이있습니다.
5264,우연하게 접한 너무 리얼한....,우연하게 접한 게 너무 리얼한....
5279,다시 신나게 달리기에 좋은 프렌즈 테마송 1920년대부터의 시대별 편곡 보내드려요,다시 신나게 달리기에 딱 좋은 프렌즈 테마송 1920년대부터의 시대별 편곡으로 보내드려요
5283,혹시 조인해도 될까요? (라고 패기 있게 외치긴 했는데 댓글들을 보니까..... 사알짝... 두려운 마음이 드는데..),혹시 조인해도 될까요?. ( 라고 패기 있게도 외치긴 했는데 댓글들을 보니까..... 사알짝... 두려운 마음이 드는데.. )
5300,어느분인지 말씀주시면 제가 개인슬리퍼라고 살짝 말씀드려보겠습니다!,어느분인지 말씀주시면 제가 개인슬리퍼라고 한다면 살짝 말씀드려보겠습니다!
5308,"이미 여러차례 실패한 단계별 보상 조치 후 비핵화는 의미가 없고 시간끌기, 거짓 비핵화 일종입니다.","이미 여러차례나 실패한 단계별 보상 조치 후 비핵화는 의미가 없고, 시간끌기, 거짓 비핵화 일종입니다."
5321,카우프만의 영화라면 설명이 필요없다,카우프만의 영화라면 아무런 설명이 필요없다
